내용,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체)
"「국가안위노심초사(國家安危勞心焦思)」는 안중근(1879∼1910) 의사가 남긴 유묵(遺墨)이다.

안중근은 황해도 해주에서 태어나, 16세가 되던 1894년 아버지가 감사의 요청으로 산포군을 조직하여 동학군을 진압하려고 나서자 이에 참가하였다. 1906년 삼흥학교를 설립하고, 돈의학교를 인수하여 학교경영에 전념하기도 했다. 항일무장투쟁을 시작한 후 일본군 정찰대를 공격, 격파했으며, 1909년 10월 26일 이토 히로부미를 태운 열차가 하얼빈에 도착하여 그가 러시아 장교단을 사열하고 군중 쪽으로 발길을 옮기는 순간 권총을 쏴 3발을 명중시켰다. 여순감옥에 수감된 후 1910년 3월 26일 형장에서 순국하였다.

여기에는 “국가안위노심초사(國家安危勞心焦思)”(국가의 안위를 마음으로 애쓰고 속을 태움) 8자를 중앙에 행서체로 쓰고, 왼쪽 위편에 “증안강검찰관(贈安岡檢察官)”, 오른쪽 아래편에 “경술삼월(庚戌三月)에 여순옥중(旅順獄中)에서 대한국인(大韓國人) 안중근 삼가 경의를 표하다(安重根謹拜)”라 쓰여 있으며, 그 밑에 안중근 의사의 장인(掌印:손바닥으로 찍은 도장)이 먹물로 찍혀 있다.

이것의 크기는 가로 38.2㎝, 세로 149㎝이다. 이 유묵은 안중근 의사가 1910년 3월 여순 옥중에서 자신을 취조한 당시 여순 검찰청 야스오카 세이시로<안강정사랑 (安岡靜四郞)> 검찰관에게 써준 것으로 야스오카는 죽기 직전 그의 장녀에게 물려주었으며, 그 후 1976년 2월 11일에 ‘안중근의사숭모회’에 기증한 것이다.

안중근 개인사 및 독립운동사 연구의 귀중한 자료로 평가된다.",보물,안중근의사 유묵 - 국가안위노심초사(安重根義士 遺墨 - 國家安危勞心焦思),경기 파주시,국립민속박물관 파주관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=05692200&ccbaCtcd=31&ccbaCpno=1121105692200&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서간류 / 서예,1점,1993.01.15,"경기도 파주시 헤이리로 30 (탄현면, 국립민속박물관 파주관)",1910년 3월,안중근의사숭모회,국립민속박물관 파주관
"「안중근의사유묵-위국헌신군인본분(安重根義士遺墨-爲國獻身軍人本分)」은 안중근(1879∼1910) 의사가 남긴 유묵(遺墨)중의 하나로 그의 서예 이다.

여기에는 “위국헌신군인본분(爲國獻身軍人本分)”(나라를 위하여 헌신하는 것이 군인의 본분이다.) 8자를 중앙에 행서체로 내려쓰고, 오른쪽 아래편에 “경술삼월(庚戌三月) 여순옥중에서(於旅順獄中) 대한국인(大韓國人) 안중근 삼가 경의를 표하다(安重根謹拜)”18자를 썼으며 그 밑에 안중근 의사 자신의 수장인(手掌印, 손바닥으로 찍은 도장)을 먹물로 찍고 있다.

이것의 크기는 가로 32.8㎝, 세로 137㎝이다. 이 유묵은 안중근 의사가 1910년 3월 26일 여순옥중에서 순국직전 안의사의 공판정 왕래에 경호를 맡았던 일본헌병 지바도시치<천엽십칠 (千葉十七)> 간수에게 써서 준 것이다. 지바도시치씨는 안의사의 처형 후 자진 제대하고 이 유묵을 보관하다가 그의 사망 후 부인과 조카딸이 이어 보관하였으며, 그 후 1980년 8월 23일 안중근의사숭모회에 기증되어 안중근의사기념관에 보관되어 있다.

안중근 개인사 및 독립운동사 연구의 귀중한 자료로 평가된다.",보물,안중근의사 유묵 - 위국헌신군인본분(安重根義士 遺墨 - 爲國獻身軍人本分),경기 파주시,국립민속박물관 파주관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=05692300&ccbaCtcd=31&ccbaCpno=1121105692300&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서간류 / 서예,1점,1993.01.15,"경기도 파주시 헤이리로 30 (탄현면, 국립민속박물관 파주관)",1910년,안중근의사숭모회,국립민속박물관 파주관
"「안중근의사유묵-언충신행독경만방가행(安重根義士遺墨-言忠信行篤敬蠻邦可行)」은 안중근(1879∼1910) 의사가 남긴 유묵 중의 하나로 그의 서예이다.

안중근은 황해도 해주에서 태어나, 16세가 되던 1894년 아버지가 감사의 요청으로 산포군을 조직하여 동학군을 진압하려고 나서자 이에 참가하였다. 1906년 삼흥학교를 설립하고, 돈의학교를 인수하여 학교경영에 전념하기도 했다. 항일무장투쟁을 시작한 후 일본군 정찰대를 공격, 격파했으며, 1909년 10월 26일 이토 히로부미를 태운 열차가 하얼빈에 도착하여 그가 러시아 장교단을 사열하고 군중 쪽으로 발길을 옮기는 순간 권총을 쏴 3발을 명중시켰다. 여순감옥에 수감된 후 1910년 3월 26일 형장에서 순국하였다.

이 유묵에는 ‘언충신행독경만방가행(言忠信行篤敬蠻邦可行)’(말이 성실하고 신의가 있으며 행실이 도탑고 삼가함이 있으면 야만의 나라에서도 도를 실행할 수 있다)라 큰 글자로 쓰고, 왼쪽에 작은 글자로 ‘경술삼월(庚戌三月)에 여순옥중에서(於旅順獄中) 대한국인(大韓國人) 안중근 쓰다(安重根書)’라 쓰여 있으며, 그 밑에 안중근 의사의 왼쪽 손바닥 도장이 찍혀 있다.

종이의 규격은 가로 34.1㎝·세로 137.0㎝로, 4매의 종이가 연접되었다. 왼쪽 손도장은 손금이 선명하게 찍혀있다.

이 유묵은 안중근 의사가 수감됐던 여순감옥의 일본인 경찰이 보관해오다가 그의 손자 야기마사즈미(八木正澄, 다이헤이요 산업주식회사 회장)가 2002년 10월 안중근의사숭모회측에 기증한 것이다.",보물,안중근의사 유묵 - 언충신행독경만방가행(安重根義士 遺墨 - 言忠信行篤敬蠻邦可行),경기 파주시,국립민속박물관 파주관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=05692500&ccbaCtcd=31&ccbaCpno=1121105692500&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서간류 / 서예,1점,2003.04.14,"경기도 파주시 헤이리로 30 (탄현면, 국립민속박물관)",1910년,안중근의사숭모회,국립민속박물관 파주관
"‘안중근의사유묵 - 인무원려필유근우’는 안중근 의사(1879∼1910)가 중국의 여순감옥(旅順監獄)에서 순국하기 전인 1910년 3월에 쓴 글씨로, 대련세관(大連稅關)에 근무하던 카미무라 쥬덴[上村重傳, 1871∼1943]에게 써준 것으로 추정된다. 형태는 세로가 긴 축장(軸裝)으로, 글씨는 중앙에 ‘인무원려필유근우(人無遠慮必有近憂)’라는 여덟 글자를 1행의 해행서(楷行書, 해서와 행서가 섞인 글자)로 썼고, 왼쪽에 작은 글씨로 1행에 “경술삼월 여순감옥에서 대한국인 안중근이 쓰다(庚戌三月 於旅順獄中 大韓國人 安重根 書)”라고 방서(傍書)한 다음 아래에는 손바닥 도장인 장인(掌印)을 찍었다. 손바닥 도장은 1909년 3월 2일 노브키에프스크에서 함께 의병활동을 하던 12명이 모여 단지회(斷指會)라는 비밀결사를 조직할 때 왼손 약지 끝의 한 마디를 자른 흔적이 보인다. 본문과 방서(傍書)의 내용은 다음과 같다. 人無遠慮 必有近憂 사람이 먼 생각이 없으면, 반드시 가까운 근심이 있다. 庚戌三月 於旅順獄中 大韓國人 安重根 書 경술년(1910) 3월 여순감옥에서 대한국인 안중근 쓰다. 이 글은『논어(論語)』의 「위령공(衛靈公)」편에 출처를 둔 문구로서, 방서의 내용을 통해 안중근이 순국한 3월에 썼음을 알 수 있다. 이에 관해서는 ‘안중근씨의 절필(安重根氏の絶筆)’이라는 신문기사에서 “처형 3일 전에 카미무라 쥬덴이 옥중의 안중근을 방문해 이 세상과 하직하기 전에 마지막 필적을 의뢰하여 삼엄한 경관의 눈을 피해 어렵게 손에 넣은 귀중한 자료라 전한다.”(동화신문, 1959년 11월 16일)라는 내용을 바탕으로 1910년 3월 23일에 쓴 것으로 추정된다. ‘안중근의사유묵 - 인무원려필유근우’는 독립운동가로서 안중근의사의 행적을 상징하는 유묵이라는 역사적 가치가 있고, 이미 지정된 작품과 비교하여도 작품의 수준에 있어 전혀 손색이 없으며, 보존 상태가 매우 양호하고 전래경위가 분명하므로 보물로 지정할 가치가 충분하다.",보물,안중근의사 유묵 – 인무원려필유근우(安重根義士 遺墨 - 人無遠慮必有近憂),경기 구리시,김＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=05692700&ccbaCtcd=31&ccbaCpno=1123105692700&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서간류 / 서예,1폭,2022.06.23,경기도 구리시,1910년 3월,김＊＊＊,김＊＊＊
"‘안중근의사 유묵 - 일통청화공’은 안중근의사(1879∼1910)가 중국의 여순감옥(旅順監獄)에 투옥 중이던 1910년 3월에 쓴 글씨이다. 세로 41.0cm, 가로 74.3cm의 장방형 형태의 유묵으로, 흰 비단에 먹으로 썼다. 글씨는 상관(上款)ㆍ본문ㆍ하관(下款) 세 부분으로 나누어 썼다. 본문 오른쪽 상관(上款)에 ‘증청전선생(贈淸田先生)’이란 다섯 글자를 1행으로 쓰고 간수과장(看守課長)이었던 기요타[淸田]에게 써준 것임을 밝혔다. 본문은 ‘일통청화공(日通淸話公)’의 다섯 글자를 3행에 1∼2행은 두 글자, 3행은 한 글자를 썼다. 본문 왼쪽 하관(下款)의 방서(傍書)는 “경술삼월 여순감옥에서 대한국인 안중근 삼가 절하다(庚戌三月 於旅順獄中 大韓國人 安重根 謹拜)’를 2행에 쓴 다음 아래에는 손바닥 도장인 장인(掌印)을 찍었다. 글씨를 쓴 상관(上款)ㆍ본문ㆍ하관(下款)의 내용은 다음과 같다. 贈淸田先生 기요타[淸田] 선생에게 선사하다. 日通淸話公 날마다 고상하고 청아한 말을 소통하던 분 庚戌三月 於旅順獄中 大韓國人 安重根 謹拜 경술년(1910) 3월 여순 감옥에서 대한국인 안중근 삼가 절하다. 안중근은 사형선고를 받고 집행 때까지 약 40일간 일본인에게 많은 작품을 써주었다고 알려져 있으며, 내용 역시 중복된 것이 거의 없다. 대부분 동양고전을 바탕으로 삼은 교훈적인 내용과 동양의 평화를 방해하는 현실 고발이나 경계를 담고 있다. 따라서 이 유묵의 내용은 일본인을 포용해 서로의 소통에 감사하며 보답하는 인애(仁愛) 정신을 보여주는 것으로 안중근의사의 평화사상을 담고 있다는 점에서 가치가 있다. 즉 ‘일통청화공(日通淸話公)’은 그의 ‘동양평화론’에 입각한 사상과 철학을 담고 있어 더욱 가치가 있다. ‘안중근의사 유묵 - 일통청화공’은 안중근의사의 인의(仁義) 정신을 담은 유묵이란 역사적 의의가 있고, 보존 상태가 양호하며, 제작 시기와 경위가 분명하므로 보물 지정가치가 충분하다.",보물,안중근의사 유묵 – 일통청화공(安重根義士 遺墨 - 日通淸話公),경기 성남시,한국학중앙연구원,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=05692800&ccbaCtcd=31&ccbaCpno=1123105692800&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서간류 / 서예,1점,2022.06.23,"경기도 성남시 분당구 하오개로 323 (운중동, 한국학중앙연구원)",1910년 3월,이＊＊＊,한국학중앙연구원
"‘안중근의사 유묵 - 황금백만냥불여일교자’는 안중근의사(1879∼1910)가 중국의 여순감옥(旅順監獄)에 투옥 중이던 1910년 3월에 쓴 글씨이다. 글씨는 중앙에 ‘황금백만냥 불여일교자(黃金百萬兩 不如一敎子)’라는 열 글자를 1행에 해행서(楷行書, 해서와 행서를 섞어 쓴 글씨)로 썼고, 왼쪽에 작은 글씨로 1행에 ‘경술삼월 여순감옥에서 대한국인 안중근 쓰다(庚戌三月 於旅順獄中 大韓國人 安重根 書)’라고 방서(傍書)한 다음 아래에는 손바닥 도장인 장인(掌印)을 찍었다. 이 유묵은 안중근이 1910년 3월에 여순감옥 경수계장(驚守係長) 나카무라[中村]에게 써준 것으로, 본문과 방서(傍書)의 내용은 다음과 같다. 黃金百萬兩 不如一敎子 황금 백만 냥은 하나의 아들을 가르침만 못하다. 庚戌三月 於旅順獄中 大韓國人 安重根 書 경술년(1910) 3월 여순 감옥에서 대한국인 안중근 쓰다. 이 글은『명심보감(明心寶鑑)』에 “황금이 가득한 바구니는 아들에게 하나의 경서를 가르침만 못하고, 아들에게 천금을 줌은 아들에게 하나의 기예를 가르침만 못하다(黃金滿籯, 不如教子一經, 賜子千金, 不如教子一藝).”라고 한 문구에서 유래한 것이다. 안중근은 1905년 12월 상해에서 프랑스인 신부 르각(Charles Joseph Le Gac, 한국명 곽원량郭元良, 1876∼1914)을 만나 “자네는 빨리 귀국하여 자네 일에 힘쓰게. 첫째는 교육을 발달시키는 것이네. 둘째는 사회를 확장하는 것이네. 셋째는 민심을 단합하는 것이네. 넷째는 실력을 양성하는 것이네.”라는 당부의 말을 들을 다음 귀국하여 다음 해에 삼흥학교(三興學校)와 돈의학교(敦義學校)를 설립하고 영민하고 준수한 청년을 교육하는데 힘썼다. 따라서 이 유묵의 구절은 르각 신부의 말을 듣고 교육과 계몽에 힘써 실력을 양성시키려한 교육가로서 그의 철학을 실천한 내용을 담고 있다는 점에서 가치가 있다. ‘안중근의사 유묵 - 황금백만냥 불여일교자는 안중근의사의 교육철학을 실천한 내용을 담고 있는 유묵이라는 점에서 역사적 가치가 있고, 보존 상태가 매우 양호하며, 수취인과 전래경위가 분명하다는 사유로 보물로 지정할 가치가 충분하다.",보물,안중근의사 유묵 - 황금백만냥불여일교자(安重根義士 遺墨 - 黃金百萬兩 不如一敎子),경기 파주시,대한민국역사박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=05692900&ccbaCtcd=31&ccbaCpno=1121105692900&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서간류 / 서예,1폭,2022.06.23,"경기도 파주시 헤이리로 30 (탄현면, 국립민속박물관 파주관)",1910년 3월,국유,대한민국역사박물관
"‘안중근의사 유묵 - 지사인인살신성인’은 안중근의사(1879∼1910)가 중국의 여순감옥(旅順監獄)에 투옥 중이던 1910년 3월에 쓴 글씨이다. 글씨는 중앙에 ‘지사인인살신성인(志士仁人殺身成仁)’이라는 여덟 글자를 1행의 해서에 가까운 서체로 썼고, 왼쪽에 작은 글씨로 1행의 ‘경술년(1910) 3월 여순 감옥에서 대한국인 안중근 쓰다(庚戌三月 於旅順獄中 大韓國人 安重根 書)’라고 방서(傍書)한 다음 아래에는 손바닥 도장인 장인(掌印)을 찍었다. 보존 상태는 매우 양호하다. 이 글씨는 안중근 공판을 지켜봤던 일본인 기자 고마쓰 모토코[小松元吾]에게 써준 것으로, 그의 후손이 보관하고 있다가 2016년 (사)안중근의사숭모회에 기증한 작품이다. 본문과 방서(傍書)의 내용은 다음과 같다. 志士仁人 殺身成仁 뜻이 있는 선비와 어진 이는 몸을 죽여 인을 이룬다. 庚戌三月 於旅順獄中 大韓國人 安重根 書 경술년(1910) 3월 여순 감옥에서 대한국인 안중근 쓰다. 이 글의 출처는『논어』의 「위령공」편에 “뜻이 있는 선비와 어진 이는 삶을 구하여 인을 해침이 없고, 몸을 죽여 인을 이룸이 있다(志士仁人, 無求生以害仁, 有殺身以成仁)”라는 구절에서 유래한 것이다. 글씨는 번짐이 많은 종이에 중봉세(中鋒勢)를 유지하며 단단하고 묵직한 필획으로 썼으며, 획의 끝처리를 날카롭고 호탕하게 처리하였다. 자신만의 서풍으로 자연스러운 해ㆍ행서의 기운을 담아 쓴 것이 돋보인다. 이미 보물로 지정된 안중근의사의 작품들과 비교해 볼 때 필획과 자형, 속도감 등 전반적 서풍의 유사성을 확인할 수 있다. ‘안중근의사 유묵 - 지사인인살신성인’은 독립운동가로서 안중근의사의 행적을 상징적으로 보여주는 작품이자 개성적인 필치를 담고 있다는 점에서 역사적 가치가 있고, 보존 상태가 좋고 제작시기 등이 분명하므로 보물로 지정할 가치가 있다.",보물,안중근의사 유묵 - 지사인인살신성인(安重根義士遺墨 - 志士仁人殺身成仁),경기 파주시,국립민속박물관 파주관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=05693000&ccbaCtcd=31&ccbaCpno=1121105693000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서간류 / 서예,1폭,2022.06.23,경기도 파주시 헤이리로 30 (탄현면),1910년 3월,안중근의사숭모회,국립민속박물관 파주관
"태고사 법당 바로 옆에 위치한 원증국사의 탑비이다.

원증국사(1301∼1382)는 고려 후기의 승려로 13세에 출가하여 회암사의 광지선사에세서 가르침을 받았으며, 이후 여러 사찰을 다니면서 배움에 전념하였다. 46세 때에는 중국에까지 다녀왔는데 이후 다시 중국에 갔을 때에는 순제(順帝)가 그 소식을 듣고 법의를 하사하였다 한다. 공민왕의 스승이 되기도 하였으나 곧 소설사로 들어가 지내었고, 우왕 8년(1382)에 이 절에서 입적하였다.

비는 거북받침돌 위로 비몸을 세우고 머릿돌을 얹은 모습이다. 거북받침돌의 머리는 용의 머리를 하고 있으며, 등에는 길쭉한 육각무늬를 채워두었다. 머릿돌에는 구름과 용의 무늬가 희미하게 새겨져 있다.

고려 우왕 11년(1385)에 세워진 비로, 비문은 당대의 문장가 이색이 짓고, 명필 권주가 글씨를 썼다. 전체적으로 조각이 형식에 그치고 있어 퇴화된 느낌을 준다.",보물,고양 태고사 원증국사탑비(高陽 太古寺 圓證國師塔碑),경기 고양시,고양시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=06110000&ccbaCtcd=31&ccbaCpno=1123106110000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서각류 / 금석각류 / 비,1기,1977.08.22,경기 고양시 덕양구 대서문길 406 (북한동) / (지번)경기 고양시 덕양구 북한동 15,고려 우왕 11년(1385),국유,고양시
"‘불조삼경’은 중국 원나라 고승인 몽산(蒙山) 덕이(德異, 1231∼1308)가 석가(釋迦)와 조사(祖師)가 설법(說法)한 3가지의 경전을 결집한 불서(佛書)이다. 석가가 성도(成道)한 뒤에 처음으로 설법한 내용인 『불설사십이장경(佛說四十二章經)』, 석가가 열반에 들기 전 남긴 마지막 설법 내용인 『불유교경(佛遺敎經)』, 위앙종의 창시자인 당나라 고승 위산(潙山) 영우(靈祐, 771∼853) 조사의 어록인 『위산경책(潙山警策)』으로 이루어져 있으며, 불교의 교훈적 가르침을 쉽게 설명하고 있어 불교 경전을 처음 접하는 초학자에게 크게 도움을 주는 경전으로 알려져 있다.

석왕사 소장 ‘불조삼경’의 경우 『불설사십이장경』은 후한(後漢) 때 인도의 승려 가섭마등(迦葉摩騰)과 축법란(竺法蘭)이 한역(漢譯)한 것이고, 『불유교경』은 후진의 구마라집(鳩摩羅什)이 한역한 것이며, 『위산경책』은 위산 영우의 어록으로 3종 모두 송나라의 수수(守遂)가 주석(註釋)한 것이다. 이 책은 1286년에 몽산 덕이가 지은 ｢서(叙)｣(2장)와 『불설사십이장경』(12장), 송나라 진종(眞宗)의 ｢대송진종황제주유교경서(大宋眞宗皇帝注遺敎經序)｣(1장)와 『불유교경』(12장), 남송 장수(張銖)의「주위산경책서(注潙山警策序)｣(1장)와 『위산경책』 및 ｢간행질(刊行秩)｣(12장)로 구성되어 있다.

석왕사 소장의 ‘불조삼경’은 원나라 판본을 저본으로 1361년(공민왕 10) 전주의 원암사(圓嵓寺)에서 번각한 목판본이다. 권말에 간기(刊記)와 유판처(留板處) 기록이 있어 비구 행심(行心)이 발원하고 법공(法空)이 간행의 책임을 맡아 윤선(尹善) 등의 도움으로 간행하였음을 알 수 있다.

‘불조삼경’의 고려시대 판본은 현재 3종만이 알려져 있다. 시기적으로 가장 앞선 1341년(충혜왕 복위 2)의 정각사 판본, 1361년(공민왕 10)에 전주 원암사에서 간행된 판본 및 1384년(우왕 10)에 간행된 판본이 현존하고 있다.",보물,불조삼경(2023)(佛祖三經(2023)),경기 부천시,대한불교조계종 석왕사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=06940300&ccbaCtcd=31&ccbaCpno=1123106940300&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본,"1책(합철본, 41장)",2023.08.24,"경기도 부천시 소사로 367 (원미동, 석왕사)",1361년(공민왕 10),대한불교조계종 석왕사,대한불교조계종 석왕사
"<김중만 초상(金重萬 肖像)>은 조선 중기의 무신 김중만의 초상화 3점이다. 김중만은 조선 숙종 38년(1712)에 무과에 합격한 후 이인좌의 난(1728)을 평정했으며, 후에 충청도수군절도사를 지낸 인물이다.

초상화는 비교적 크기가 큰 것 1폭과 작은 2폭이 있는데, 크기는 큰 것이 가로 103㎝, 세로 170㎝이고 작은 것 2폭은 가로 29㎝, 세로 42.5㎝ 등이다.

크기가 비교적 큰 초상화는 오른쪽을 바라보며 의자에 앉은 모습으로 두 손은 소매 안에서 마주 잡고 있다. 보통 직무를 볼 때 쓰는 관모와 짙은 초록색의 관복을 입고 있고, 얼굴은 갈색기가 돌며 이목구비와 음영표현이 확실하다. 가슴부위에는 두 마리의 학이 새겨진 흉배와 금장식의 각대가 있는데, 이것으로 보아 선생이 문관 종2품 때 그려진 것임을 알 수 있다.

나머지 2폭 중 하나는 공신화첩으로 한쪽에는 선생의 공적을, 한쪽에는 선생의 초상을 그려 넣은 것이고 다른 하나는 액자형태의 그림인데, 2폭 모두 화법은 같지만 공신화첩에서는 호랑이를, 액자형식에서는 학을 흉배에 수 놓았다.

조선 후기에 그려진 이 초상화들은 높은 관모, 짙은 초록색의 관복, 과장된 관복의 옷주름, 호랑이 가죽이 깔린 의자, 발을 올려 놓는 단의 형태 등으로 보아 당시 공신상의 기본적인 형식을 따른 그림으로서 초상화 연구에 있어서 주목할 만한 작품이다.",보물,김중만 초상(金重萬 肖像),경기 용인시,경기도박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=6&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=31&ccbaKdcd=12&ccbaAsno=07150000&ccbaCtcd=31&ccbaCpno=1123107150000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 일반회화 / 인물화 / 초상화,3폭,1981.03.18,"경기도 용인시 기흥구 상갈로 6 (상갈동, 경기도박물관)",조선 영조 4년(1728),공유,경기도박물관
