연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
70,국가무형유산,화각장(華角匠),인천,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=7&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=17&ccbaAsno=01090000&ccbaCtcd=23&ccbaCpno=1272301090000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,1996.12.31,인천광역시,,,,"화각(華角)은 쇠뿔을 얇게 갈아 투명하게 만든 판을 말하며, 이것을 이용해서 공예품을 만드는 사람을 화각장이라 한다. 화각공예는 재료가 귀하고 공정이 까다로와서 생산이 많지 않았으므로 특수 귀족층들의 기호품이나 애장품에 주로 이용되었다.

화각공예가 언제부터 만들어졌는지 정확하게는 알 수 없다. 고려시대 나전칠기인 경함(經函)과 염주합(念珠盒)에는 복채기법으로 된 대모(玳瑁)가 나전과 같이 사용되었고, 이러한 기법은 조선 전기와 중기의 나전에까지 이어졌으나 조선 중기 이후부터는 화각으로만 장식한 화각공예품이 발달하였다.

화각공예는 투명도가 높은 쇠뿔을 종잇장처럼 얇게 편 다음 뒷면에 오색찬란한 단청안료로 갖가지 문양을 그리고 채색하여, 나무 등으로 만든 각종 기물인 백골(白骨) 위에 붙이고 백골의 내부와 뼈대 등 화각 이외의 여백은 옻칠을 하여 마감하는 기법이다. 화각공예품으로는 장·농·사방탁자·문갑과 같은 가구류와 작은 예물함, 경대, 필통, 화약통, 바느질자, 경상(經床), 연상(硯床), 반짇고리, 부채, 붓대 등이 있다.

화각공예는 색채 및 문양에서 장식성이 뛰어난 실용공예로서 우리나라의 전통공예, 특히 목공예 가운데에서도 매우 특색이 있다."
71,인천광역시유형문화유산,인천도호부 관아(仁川都護府 官衙),인천 미추홀구,인천광역시 미추홀구청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00010000&ccbaCtcd=23&ccbaCpno=2112300010000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 정치국방 / 궁궐·관아 / 관아,"2동 / 17,589.9㎡",1982.03.02,"인천광역시 미추홀구 매소홀로 553 (문학동, 문학초등학교 내)",조선시대,인천광역시교육청,인천광역시 미추홀구청,"조선시대의 기본적인 지방 행정기구는 도(道)이다. 경기도의 경우, 3개의 목(牧)과 8개의 도호부(都護府), 10개 군(郡)과 12현(縣)이 있었고, 8개의 도호부 가운데 인천도호부와 부평도호부가 포함되어 있었다. 인천이 도호부로 승격된 것은 조선 세조 5년(1459)으로 세조의 비(妃)인 자성왕후 윤씨의 외향(外鄕)이기 때문이었다.인천도호부관아의 건축 시기는 정확히 알려져 있지 않다. 다만, 객사를 보수하는 과정에서 발견된 지붕의 기와에서 ‘강희 16년’이라는 명문(銘文)이 나온 것을 볼 때 숙종 3년(1677)에 중수된 것임을 알 수 있을 뿐이다. 인천도호부의 건물 구성은 《인천부읍지(仁川府邑誌)(1899)》를 통해 짐작해 볼 수 있다.

현재 문학초등학교 내에 위치하고 있어 출입,관람이 자유롭지 않다.

인천향교 옆에 인천도호부관아 재현물로 관람할 수 있다."
72,인천광역시유형문화유산,부평도호부 관아(富平都護府 官衙),인천 계양구,인천광역시 계양구청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00020000&ccbaCtcd=23&ccbaCpno=2112300020000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 정치국방 / 궁궐·관아 / 관아,"1동 / 17,566㎡",1982.03.02,"인천광역시 계양구 어사대로 20 (계산동, 부평초등학교 내)",,인천광역시교육청,인천광역시 계양구청,"지금 부평초등학교 교정 모퉁이에 있는 옛 부평도호부 관아 건물이다. 부평도호부관아는 숙종 3년(1677)에 중수했다는 기록이 있으나 세워진 내력을 정확히는 알 수가 없다. 고려시대 의종 4년(1150)에 안남도호부로, 고종2년(1215)에 계양도호부로, 조선시대 태종 13년(1413)에 부평부가 부평도호부로 승격되었다. 따라서 모든 정황으로 볼 때 부평도호부로 승격이 되면서 관아 건립에 착수하여 약 5년 후(태종 18년, 1418)에 완공된 것으로 보인다. 관아 옆에 보호되고 있으며 이때 풍치목으로 심어진 듯한 은행나무의 수령이 약 600여년쯤 되는 것과도 일치한다. 《부평부읍지》에 의하면 부평도호부 내에는 동헌 외에 객사·동서 삼문·근민당(近民堂)·좌우 익랑·사령청·향청·포도청·훈무당·부창 등 여러 채의 건물이 있었다고 한다. 이러한 관아 규모는 인천도호부를 능가하는 것으로 이는 부평이 고려시대 이래로 내려온 웅부(雄府)였기 때문이라고 생각된다. 근래까지도 동헌·객사·근민당·내아(內衙) 등 많은 건물이 있었다고 한다. 그러나 이곳에 초등학교를 세우면서 대부분의 건물은 헐어버리고 현존 건물만 학교 운동장 한 모퉁이로 이전하였다. 이전 당시에는 1m 높이의 석축 위에 지은 “ㄱ”자형 집이었는데, 1968년 다시 옮기면서 석축과 날개를 떼어버리고 “一자” 건물로 바뀌어 정면 6칸, 측면2칸의 팔작지붕 도리집이 되었다. 이로 미루어 이 건물은 예전 형태로 보아 동헌이나 현감의 살림채였던 내아로 추측한다.

건축 양식은 합각지붕을 한 정면 6칸, 측면 2칸의 굴도리집으로, 포작(包作)은 없다. 이 건물에서 가장 인상적인 것은 세벌대의 장대석과 고막이, 네모꼴 초석, 그리고 긴장대석을 이용하여 쌓은 욕은지(浴恩池)라 부르는 네모꼴 연못이다. 정조는 왕위에 오르자 생부인 장헌세자의 묘를 수원 화산으로 옮기고 1년에 한 차례씩 전배하였다. 1789에는 먼저 김포 장릉을 전배하고 현륭원(사도세자의 원)을 참배하였다. 이때 정조는 부평에 들러 부사를 인견하며 활을 쏘고 이 곳 욕은지에서 손을 씻었다 한다.

긴 장대석을 이용하여 단을 쌓거나 연못을 네모꼴로 만드는 것 등은 조선 시대의 전형적 구조 기법이다. 남아 있는 석축의 흔적과 초석, 둥근 기둥과 함께 이 건물이 17세기 이루어진 것이라는 점을 짐작하게 하는 것이다. 1m 이상의 높이로 석축의 대를 구축하는 기법이나 ㄱ자형 의장설계도 조선 중기 건축의 특색이다."
73,인천광역시유형문화유산,중국 철제범종(1982-2)(中國 鐵製梵鍾(1982-2)),인천 연수구,인천광역시 시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00030000&ccbaCtcd=23&ccbaCpno=2112300030000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교공예 / 기타,1점,1982.03.02,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",,인천광역시,인천광역시 시립박물관,"이 범종은 일제강점기 태평양전쟁 당시 일제가 무기를 만들기 위해 부평에 조성하였던 인천육군조병창에 쌓여있던 것이다. 해방 이후 초대 관장인 이경성(李慶成,1919~2009)이 인천시립박물관 개관을 위해 1946년 인수해 왔다. 명문으로 미루어 이 종은 중국 원(元) 대덕2년(大德 2年)에 허난성 루양현에서 주조된 것으로 보인다.

종을 매달아 두는 용뉴(龍鈕)는 쌍룡(雙龍)으로 천판(天板)을 입으로 문 채 서로의 몸을 휘감고 있다. 종신(鐘身)은 안으로 잘록하게 살짝 휘어진 완만한 곡선 형태를 보이다 종구(鐘口)를 향해 벌어지면서 마무리된다. 천판과 종신의 경계 역시 완만한 곡선으로 이어져 있고, 연판문(蓮板文)이 돌아가며 새겨져 있는 가운데 원형의 구멍이 같은 간격을 두고 뚫려 있다. 종신은 상·하 이단으로 나뉘어 가로 방향의 돋을 선으로 공간을 크게 구획하였다. 상하단의 공간은 다시 여러 개의 돋을 선으로 가사문대(袈娑文帶)를 만들었으며, 그 안으로 명문을 새겨 놓았다. 이처럼 종신부 전체를 구획하여 명문을 새겨 넣는 것은 우리나라의 범종이 연봉우리를 조각하여 연곽(蓮廓)안에 두거나, 당좌(撞座)를 조각한 것과는 크게 다른 형식으로 중국 종의 특징이다. 종구의 끝 부분은 물결무늬(波狀形)를 보이고 있으며, 그 위로는 팔괘(八卦)무늬가 돌아가며 배치되었다."
74,인천광역시유형문화유산,중국 철제범종(1982-1)(中國 鐵製梵鍾(1982-1)),인천 연수구,인천광역시 시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00040000&ccbaCtcd=23&ccbaCpno=2112300040000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교공예 / 기타,1점,1982.03.02,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",,인천광역시,인천광역시 시립박물관,"인천육군조병창에 쌓여 있던 것을 인천시립박물관 초대 관장 이경성이 1946년에 인수해 온 중국철제범종이다. 명문으로 미루어 중국 허난성 신정현에서 주조된 것으로 보인다. 이 범종은 돋을 선으로 가사문대(袈娑文帶)를 종신 전체에 두르고, 쌍룡(雙龍)의 용뉴를 달고 있는 등 전형적인 중국종의 모습을 보인다. 천판(天板)에서 종신(鐘身)가지는 둥글게 이어져 있으며, 팔괘와 연판문 등으로 장식되었다. 그리고 그 아래로 다시 꽃잎이 같은 간격을 두고 배치되어 있다. 종신 상·하는 각각 4개씩의 구획을 갖춘 가사문대가 있는데, 상단부의 구획 안에는 각각 ""皇帝萬歲, 重臣千秋, 風調雨順, 法輪常轉""이라는 글자가 세로방향으로 배치되어 있다. 그리고 이 글자들 양쪽으로 주조 장인의 이름을 비롯하여, 시주자(施主者), 종을 만드는 데 소요되었던 철의 무게 등을 적어 놓았다. 하단 역시 가사문대로 장식되어 있으며, 안으로 명문이 있다. 종의 입부분은 파상형(波狀形)으로 중국 종의 전형적인 종구(鐘口)의 모습을 보이고 있다. 용뉴와 명문, 문양이 전체적으로 뚜렷한 형태를 보이지 않고 있는데, 이는 철을 주조하는 과정에서 도드라진 형태를 잘 잡아내지 못한 것으로 보인다."
75,인천광역시유형문화유산,청동관음보살좌상(靑銅觀音菩薩坐像),인천 연수구,인천광역시 시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00050000&ccbaCtcd=23&ccbaCpno=2112300050000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 금속조 / 보살상,1구,1982.03.02,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",,인천광역시,인천광역시 시립박물관,"관음보살은 대승불교에서 가장 사랑받아 온 보살 중 하나로, 중생의 구제와 관련하여 중요하게 인식되었기 때문에 오랜 시간 동안 널리 신앙되었고 그 상 또한 많이 조성되었다.

이 상은 중국 明나라 때 만들어진 청동관음보살좌상으로, 이중연화좌(二重蓮花座)위에 오른쪽 다리는 세우고 왼쪽 다리는 가부좌를 한 윤왕자(輪王座)를 취하고 있다. 머리에는 연주문(連珠文)띠를 두른 보관(寶冠)을 쓰고 있는데, 훼손이 심하지만 본래 화불(化佛)이 있었을 것으로 추정된다. 머리 위에 살짝 얹는 형식으로 양 측면에서 시작한 끈을 뒤에서 묶는 독특한 형식이다. 이마에는 백호(白毫)가 뚜렷하다. 부은듯한 아몬드형의 눈꼬니는 약간 올라가 있으며 쌍꺼풀이 가늘게 음각되어 있고, 작은 입술에서 희미한 미소가 엿보인다. 귀밑으로 흘러내린 머리카락이 어깨와 맞닿는 부분에서 양쪽 모두 떨어져 나가고 없지만 어깨 위에 세 가닥으로 흘러내린 머리카락이 남아있다. 가슴에 화려한 영락 장식이 드리워져 있고, 어깨 뒤로 두른 천의자락은 오른팔 위로 길게 드리워져 있으며, 왼팔을 감싸고 있는 옷자락은 손이 닿아 있는 대좌까지 이어져 있다. 대좌의 뒷면에는 양각의 명문(銘文)이 남아있다. 이를 통해 이 상이 조성된 곳은 ‘경안리(京安里)’라는 곳이며, 존명은 ‘관음(觀音)’임을 알 수 있다. 이 외 조성에 참여한 여러 시주자의 이름이 적혀 있지만, 명문의 일부가 손상되어 자세한 사항을 알 수 없고, 조성연대 또한 남아 있지 않다.

이 상은 일제가 태평양 전쟁 말기 무기 제작을 위해 중국에서 공출하여 부평 조병창(造兵廠)에 두었던 것을 해방 이후 우리 박물관으로 이관한 것이다. 조형적으로 뛰어날 뿐만 아니라 대좌 뒷면에 조상기(造像記)가 남아 있어 그 가치가 더욱 높다."
76,인천광역시유형문화유산,논현포대(論峴砲臺),인천 남동구,인천광역시 남동구청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00060000&ccbaCtcd=23&ccbaCpno=2112300060000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 정치국방 / 근대정치국방 / 국방,"2좌 / 1,826㎡",1982.03.02,"인천광역시 남동구 호구포로 203-31 (논현동, 논현포대근린공원)",,인천광역시 남동구청,인천광역시 남동구청,"논현포대는 병인양요와 신미양요 등을 겪고 나서 경기 연안의 방어시설을 강화할 필요성을 절감한 정부의 명을 받은 어영대장 신정희(申正熙)와 강화유수 이경하(李景夏)가 경기 연안의 군사시설을 확충하면서 인천으로 들어오는 서양인들의 배를 막기 위해 1879년에 구축한 것이다. 축조당시의 명칭은 호구포대였으난 현재는 논현포대로 부르고 있다. 축조된 후 인근에 설치되어 있던 묘도포대, 제물포대 등과 함께 화도진(花島鎭)에 소속되어 있었으나 1894년 화도진이 철폐되면서 이 포대도 폐쇄된 것으로 추측된다.

이 포대가 원래 몇 개의 포좌(砲座)로 이루어져 있었는지는 분명하지 않으나, 현재는 2개의 포좌 만이 남아 옛 모습을 전하고 있다. 논현포대의 축조 형식은 각 포좌의 아랫 부분에 잡석을 깔고 중단과 상단에는 어느 정도 다듬은 장대석을 쌓았으며 그런 다음 그 위에 봉토를 하여 마무리하였다. 또한, 지형 여건상으로 미루어 보아 각 포좌에는 이동식 중포 2문이 설치되어 있었을 것으로 짐작되지만, 원형이 남아 있지 않아 정확한 것은 알 수 없다."
77,인천광역시유형문화유산,인천 구 일본제1은행(仁川 舊 日本第一銀行),인천 중구,인천광역시 중구청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00070000&ccbaCtcd=23&ccbaCpno=2112300070000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 산업생산 / 근대산업생산 / 금융업,1동 / 677.7㎡,1982.03.02,"인천광역시 중구 신포로23번길 89 (중앙동1가, 구)인천일본제1은행지점)",,인천광역시 중구청,인천광역시 중구청,"고종 광무 3년(1899)에 지은 석조건물이다. 일본인 니이노이에 다카마사가 설계한 건물로 모래, 자갈, 석회를 제외한 나머지의 모든 건축 재료를 일본에서 직접 가져와 만들었다.

현관은 반원의 곡선형으로 중앙에 만들었는데 그 위로 르네상스풍의 작은 돔을 올려서 좌우대칭으로 꾸몄다. 바깥벽은 화강암을 다듬어 쌓았고 지붕의 꼭대기 부분인 용마루에는 장식창이 있었으나 지금은 없다. 중앙 돔의 양옆에 있는 작은 탑은 나중에 첨가된 것으로 보이는데, 전체적으로 후기 르네상스 양식을 본떠서 단순화한 건물이다."
78,인천광역시유형문화유산,구 인천우체국(舊 仁川郵遞局),인천 중구,인천광역시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00080000&ccbaCtcd=23&ccbaCpno=2112300080000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교통통신 / 근대교통·통신시설 / 우정,"1동 2층 / 4,483.6㎡",1982.03.02,"인천광역시 중구 제물량로 183 (항동6가, 중동우체국)",1923년,인천광역시장,인천광역시,"인천우체국(仁川郵遞局)은 일제강점기인 1923년 12월 10일 건축됐다. 우편업무 담당을 목적으로 지은 근대식 건물로, 당시 행정관청 치고는 웅대한 규모였다. 건립 당시의 명칭은 인천우편국이었으며, 해방 이후인 1949년 8월 인천우체국으로 개칭되었다. 입구 양쪽에 큰 기둥 형식의 탑부(塔部)를 세우고, 그 사이에 주두(柱頭: 기둥머리를 장식하여 공포를 받치는 재료)가 없는 여려개의 기둥을 받쳤다. 당시 행정 관청 건물은 윗부분에 돔 모양의 탑옥(塔屋)을 올려 놓은 것이 일반적이었지만, 이 건물은 이를 생략하는 등 평면과 세부적 외양이 기본 형식에서 약간 벗어나 있다. 6.25전쟁 때 일부가 파손되어 슬래브 지붕을 슬레이트로 보수하는 등 1957년 복구 공사를 마쳤다.

현재 인천시 중동우체국이 들어와있다."
79,인천광역시유형문화유산,정우량 영정(鄭羽良 影幀),인천 미추홀구,정＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00090000&ccbaCtcd=23&ccbaCpno=2112300090000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 일반회화 / 인물화 / 초상화,1폭,1986.12.18,인천광역시 미추홀구,,정＊＊＊,정＊＊＊,"조선 후기의 문신인 정우량(1692∼1754) 선생의 초상화이다. 정우량은 조선 경종 3년(1723)에 병과에 급제하고 병조판서를 거쳐 우의정까지 올랐으며 특히 글씨를 잘 썼다. 초상화는 살색의 대나무 발을 배경으로 두고 호랑이 가죽으로 만든 의자에 앉아 있는 전신상이다. 얼굴은 측면을 향하고 있으나 전체적으로 좌우가 대칭을 이룬다. 머리에는 사모를 쓰고 짙은 청색의 관복을 갖춰 입었으며, 가슴에는 문관을 상징하는 학과 구름을 수놓았다. 수용성 물감을 아교액과 혼합하여 진한 색채로 만들어 사실적으로 표현하고 있다.

현재 개인소유로 관리되고 있으며, 관람할 수 없다."
80,인천광역시유형문화유산,인천향교(仁川鄕校),인천 미추홀구,인천광역시 향교재단,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=8&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00110000&ccbaCtcd=23&ccbaCpno=2112300110000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 교육기관 / 향교,"6동(21,333.1㎡)",1990.11.09,"인천광역시 미추홀구 매소홀로 589 (문학동, 인천향교, 인천도호부청사)",,인천광역시 향교재단,인천광역시 향교재단,"향교는 성현의 위패를 모시고 제사지내며, 지방 백성들의 교육을 담당하기 위해 국가에서 세운 교육기관으로 조선시대에는 국가로부터 토지·노비·책 등을 지급받아 학생들을 가르쳤다. 인천향교가 처음 세워진 연대는 알 수 없으나 15세기 중반에 수리하였다고 전한다. 지금 남아있는 주요 건물은 조선 후기에 지은 것으로 보이며, 1976년에 대성전·명륜당·삼문 등을 고쳤다. 현재 대성전·동무·서무·명륜당·동재·서재 등이 남아있다. 뒤쪽에는 제사공간을 이루는 대성전과 동무·서무가 있고, 내삼문을 경계로 앞쪽에는 교육공간인 명륜당과 학생들의 기숙사인 동재·서재가 있어, 전학후묘의 배치형식을 볼 수 있다. 향교에서는 인성 및 예절교육 등 전통문화를 가르치는 교육의 기능은 물론 성현의 위패를 모시고 제사를 지내는 제사의 기능을 현재까지 이어오고 있다."
81,인천광역시유형문화유산,부평향교(富平鄕校),인천 계양구,"인천광역시 향교재단, 인천광역시 계양구청",https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00120000&ccbaCtcd=23&ccbaCpno=2112300120000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 교육기관 / 향교,"2동 / 9,596㎡",1990.11.09,"인천광역시 계양구 향교로 19 (계산동, 부평향교)",,인천광역시 향교재단,"인천광역시 향교재단, 인천광역시 계양구청","향교는 성현의 위패를 모시고 제사 지내며, 지방 백성의 교육을 담당하기 위해 국가에서 세운 교육기관이다. 부평향교는 현재의 경인교육대학교에서 북쪽으로 약 200m 지점에 위치하고 있으며, 고려인종 5년(1127)왕명에 따라 수주(樹州)향교가 계양구 오류동 산4번지에 세워졌는데 당시 전국 56주가 모두 이에 따라 세워진 것으로 보이며 수주의 후칭인 안남도호부가 의종 19년(1165) 계산동(온수골)으로 이전됨에 따라 당시 안남향교도 안남산 남쪽(현재 계산2동 한우리 아파트 부근)에 이전했던 것으로 추측된다. 고려시대 충선왕 2년(1310) 부평부가 되면서 부평향교로 고쳐 불러왔고 병자호란(1636)을 맞아 문묘 건물이 완전히 소실되었으나 조선 숙종14년(1688)에 현재의 위치에 문묘를 재건하여 현재에 이르고 있다. 현재 남아있는 건물은 대성전·명륜당·동재·서·동무·내삼문 등이다. 부평향교는 명륜당, 재실등 교육시설을 앞에 놓고 그 뒤에 대성전과 동·서무의 문묘시설을 둔 우리나라 향교의 전형적인「전당후묘」의 형식이며, 열성위의 위패가 봉안되어 있는 대성전과 동·서무, 동·서재는 맞배지붕형식으로 되어 있고, 명륜당은 팔작지붕이다. 중국 성현 5성위와 우리나라의 18현을 모신 석전대제는 매년 음력 2월과 10월 초정일에 봉행하고 있다."
82,인천광역시유형문화유산,건칠여래좌상(乾漆如來坐像),인천 연수구,인천광역시 시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00130000&ccbaCtcd=23&ccbaCpno=2112300130000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 건칠조 / 불상,1구,1990.11.09,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",중국 명대,인천광역시,인천광역시 시립박물관,"건칠불(乾漆佛)이란, 흙으로 대체적인 형태를 만들어 그 위에 종이나 삼베를 입히고, 칠을 바르고 말리는 과정을 반복하여 일정한 두께를 얻은 다음, 정교한 조각이 필요한 부분에 석고 등을 입혀 조각한 후 표면에 채색을 하거나 도금을 하여 완성한 것을 말한다.

계주(髻珠)가 표현되어 있는 이 불상의 육계(肉髻)는 낮고 큼지막하며 머리와의 경계가 불분명하다. 이마 한가운데 백호(白毫)가 뚜렷하며, 내려감은 두 눈과 작지만 꼭 다문 입술은 명상에 잠긴 듯한 모습을 하고 있다. 무릎 위로 내린 두 팔의 양손은 결실된 상태이다. 건칠불의 경우, 양손을 별도로 만들어 끼워 넣는 방식이 보편적인데 무슨 연유인지 현재 이 불상의 손목 부분은 막혀있다. 손의 위치로 보아 선정인(禪定印) 혹은 아미타정인(阿彌陀定印)을 취했을 것으로 보이지만 정확한 추정은 어렵고, 양손 사이의 간격도 너무 좁다. 착의법(着衣法)은 매우 독특하다. 마치 숄을 두른 듯한 망토형 대의가 두 어깨를 덮고 있으며, 가슴 부분의 승각기를 주름 잡아 리본 모양의 띠매듭을 만들었다. 결가부좌(結跏趺坐)한 자세는 오른발을 위로 올린 길상좌(吉祥坐)를 취하고 있는데, 양발바닥이 모두 위로 향해 있으며, 발바닥에는 발금이 명확히 새겨져 있다. 무릎의 폭이 다소 좁아 상대적으로 불신(佛身)이 길어 보인다. 상호(相好) 및 착의 형식, 특히 양어깨를 덮은 망토형 대의와 가슴 위를 가로지른 리본형 매듭 등으로 미루어 볼 때, 중국 명(明)나라 때 만들어진 것으로 추정된다."
